"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","GBR.NGDPDPC.A","OBS_VALUE","United Kingdom","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","46731.477","46103.227","49647.559","52423.294","54279.939"
"IMF.RES:WEO(6.0.0)","UKR.NGDPDPC.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4875.094","4661.561","5241.316","5504.886","5758.992"
"IMF.RES:WEO(6.0.0)","VNM.NGDPDPC.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3756.885","4101.73","4324.049","4649.054","4985.933"
"IMF.RES:WEO(6.0.0)","UGA.NGDPDPC.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1007.258","1079.393","1123.325","1186.529","1303.888"
"IMF.RES:WEO(6.0.0)","TUR.NGDPDPC.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9540.539","10621.485","13235.882","15665.943","16876.538"
"IMF.RES:WEO(6.0.0)","WBG.NGDPDPC.A","OBS_VALUE","West Bank and Gaza","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3464.383","3579.222","3180.667","",""
"IMF.RES:WEO(6.0.0)","USA.GGSB_NPGDP.A","OBS_VALUE","United States","Structural balance, General government, Percent","Annual","Units","-10.475","-6.526","-7.648","-7.702","-7.461"
"IMF.RES:WEO(6.0.0)","ARE.NGDPDPC.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","43438.527","48897.383","48140.644","49549.588","51294.323"
"IMF.RES:WEO(6.0.0)","ZMB.NGDPDPC.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1134.713","1454.826","1369.129","1226.095","1466.458"
"IMF.RES:WEO(6.0.0)","ZWE.NGDPDPC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2264.653","2004.28","2119.318","2113.811","2127.493"
"IMF.RES:WEO(6.0.0)","YEM.NGDPDPC.A","OBS_VALUE","Yemen, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","594.151","706.25","551.953","464.893","455.459"
